Id,Brand,Category,Name,Rating,Gender,Notes,Recommended Time,Year,Perfume Url
132,Calvin Klein,eau de toilette,Ck One Red Edition,4.1,men,"watermelon, violet, floral notes, patchouli, white amber",,2014,https://www.fragrancenet.com/cologne/calvin-klein/ck-one-red-edition/edt#249498
133,Guy Laroche,eau de toilette,Drakkar Noir,4.866,men,"Rosemary, Artemisia, Lavender, Basil, Lemon verbena",casual,1982,https://www.fragrancenet.com/cologne/guy-laroche/drakkar-noir/edt#124215
134,Alfred Sung,eau de parfum,Shi,4.75,women,"Rice Leaf, Water Lily, Mandarin Orange, Frangipani, Birch Leaf",daytime,2000,https://www.fragrancenet.com/perfume/alfred-sung/shi/eau-de-parfum#121116
135,Carolina Herrera,eau de toilette,212,4.783,men,"Mandarin, Grapefruit, Iron Woods, Sandalwood",daytime,1999,https://www.fragrancenet.com/cologne/carolina-herrera/212/edt#126544
136,Moschino,eau de toilette,I Love Love,4.861,women,"Orange, Grapefruit, Red currant, Lemon, Tea rose",casual,2004,https://www.fragrancenet.com/perfume/moschino/i-love-love/edt#140862
137,Vera Wang,eau de toilette,Vera Wang Princess,4.86,women,"Apricot, Mandarin orange, Apple, Water lily, Tuberose",daytime,2006,https://www.fragrancenet.com/perfume/vera-wang/vera-wang-princess/edt#146628
138,Aramis,eau de toilette,Aramis,4.875,men,"Bergamot, Clover, Patchouli, Orris, Cardamom",evening,,https://www.fragrancenet.com/cologne/aramis/aramis/edt#115487
139,Paul Sebastian,parfum,Casual,4.735,women,"Lily-of-the-valley, Jasmine, Rose, Citruses, Cyclamen",daytime,1995,https://www.fragrancenet.com/perfume/paul-sebastian/casual/parfum#116972
140,Katy Perry,eau de parfum,Meow,4.645,women,"Jasmine, Gardenia, Tangerine, Pear, Honeysuckle",casual,2011,https://www.fragrancenet.com/perfume/katy-perry/meow/eau-de-parfum#218802
141,Mont Blanc,eau de toilette,Mont Blanc Individuel,4.405,men,"Rosemary, Pineapple, Coriander, Cinnamon, Lavender",evening,2003,https://www.fragrancenet.com/cologne/mont-blanc/mont-blanc-individuel/edt#139771
142,Lancome,eau de parfum,Miracle,4.907,women,"Lychee Fruit, Freesia, Magnolia, Ginger, Pepper",casual,2000,https://www.fragrancenet.com/perfume/lancome/miracle/eau-de-parfum#166293
143,Clinique,parfum,Happy Heart,4.923,women,"Mandarin Orange, Cassia, Cucumber, Carrot, Water Hyacinth",casual,2003,https://www.fragrancenet.com/perfume/clinique/happy-heart/parfum#187063
144,Dolce & Gabbana,eau de parfum,D & G Light Blue Eau Intense,4.417,women,,,2017,https://www.fragrancenet.com/perfume/dolce-and-gabbana/d-and-g-light-blue-eau-intense/eau-de-parfum#296466
145,Elizabeth Arden,eau de parfum,Green Tea,4.667,women,"Rhubarb, Mint, Orange peel, Bergamot, Lemon",daytime,1999,https://www.fragrancenet.com/perfume/elizabeth-arden/green-tea/eau-de-parfum#119441
146,Bond No. 9,eau de parfum,Bond No. 9 The Scent Of Peace,4.75,men,"Bergamot, Pineapple, Juniper Berries, Currant Buds, Cedar",,2013,https://www.fragrancenet.com/cologne/bond-no.-9/bond-no.-9-the-scent-of-peace/eau-de-parfum#252450
147,Gucci,eau de parfum,Gucci Bloom,4.821,women,"Jasmine Sambac, HoneySuckle, Rangoon Creeper, Sandlewood, Tuberrose",,2017,https://www.fragrancenet.com/perfume/gucci/gucci-bloom/eau-de-parfum#300257
148,Givenchy,eau de toilette,Pi,4.871,men,"Rosemary, Mandarin orange, Tarragon, Basil, Neroli",evening,1998,https://www.fragrancenet.com/cologne/givenchy/pi/edt#122502
149,Yves Saint Laurent,eau de toilette,L'Homme Yves Saint Laurent,4.741,men,"Ginger, Bergamot, Lemon, Basil, White pepper",casual,2006,https://www.fragrancenet.com/cologne/yves-saint-laurent/lhomme-yves-saint-laurent/edt#298957
150,Coach,eau de parfum,Coach Floral,4.917,women,"Pine Apple, Pink Pepper, Bergamot, Gardenia, Rose, Patchouli",,2018,https://www.fragrancenet.com/perfume/coach/coach-floral/eau-de-parfum#308664
151,Estee Lauder,eau de parfum,Knowing,4.949,women,"Mimosa, Pittosporum, Sweet rose, Tuberose, Melon",evening,1988,https://www.fragrancenet.com/perfume/estee-lauder/knowing/eau-de-parfum#124859
152,Paco Rabanne,eau de toilette,Paco Rabanne,4.6,men,"Rosemary, Clary sage, Brazilian rosewood, Tonka bean, Lavender",casual,1973,https://www.fragrancenet.com/cologne/paco-rabanne/paco-rabanne/edt#149734
153,Tom Ford,eau de parfum,Black Orchid,4.902,women,"Pink Pepper, Cloves, Vetiver, Bitter Orange, Rose",casual,2013,https://www.fragrancenet.com/perfume/tom-ford/black-orchid/eau-de-parfum#153825
154,Clinique,cologne,Happy,4.727,men,"Lime, Green notes, Mandarin orange, Lemon, Sea notes",daytime,1999,https://www.fragrancenet.com/cologne/clinique/happy/cologne#125901
155,Bvlgari,eau de toilette,Bvlgari Omnia Crystalline,4.875,women,"Lotus flower, Mandarin Orange. Heliotrope,Orris Ro",casual,2013,https://www.fragrancenet.com/perfume/bvlgari/bvlgari-omnia-crystalline/edt#139880
156,Ralph Lauren,eau de toilette,Polo,4.951,men,"Bergamot, Basil, Pine, Leather, Thyme",casual,1978,https://www.fragrancenet.com/cologne/ralph-lauren/polo/edt#123109
157,Tommy Hilfiger,eau de toilette,Tommy Hilfiger,4.588,men,"Lavender, Bergamot, Rain, Florida Grapefruit, Kentucky Bluegrass",daytime,1994,https://www.fragrancenet.com/cologne/tommy-hilfiger/tommy-hilfiger/edt#256891
158,Elizabeth Taylor,eau de toilette,Passion,4.86,women,"Artemisia, Coriander, Bergamot, Gardenia, Ylang-Ylang",evening,1988,https://www.fragrancenet.com/perfume/elizabeth-taylor/passion/edt#126007
159,Christian Dior,eau de toilette,Fahrenheit,4.881,men,"Licorice, Suede, Sicilian Mandarin, Rum, Coriander",daytime,2014,https://www.fragrancenet.com/cologne/christian-dior/fahrenheit/edt#122167
160,Marc Jacobs,eau de parfum,Marc Jacobs Decadence,4.955,women,"Plum, Iris, Saffron, Bulgarian Rose, Orris Root",,2016,https://www.fragrancenet.com/perfume/marc-jacobs/marc-jacobs-decadence/eau-de-parfum#275971
161,Michael Kors,eau de parfum,Michael Kors Sexy Amber,4.707,women,"Amber, White Flowers, Sandalwood, Jasmine",,2013,https://www.fragrancenet.com/perfume/michael-kors/michael-kors-sexy-amber/eau-de-parfum#256019
162,Guerlain,eau de parfum,Shalimar,4.654,women,"Bergamot, Coconut, Jasmine, Orange Blossom, Musk",evening,2014,https://www.fragrancenet.com/perfume/guerlain/shalimar/eau-de-parfum#213644
163,Creed,eau de parfum,Creed Silver Mountain Water,4.696,men,"fresh, crisp, and clean notes.",daytime,1995,https://www.fragrancenet.com/cologne/creed/creed-silver-mountain-water/eau-de-parfum#294697
164,Jennifer Lopez,eau de parfum,Still Jennifer Lopez,4.879,women,"White pepper, Mandarin orange, Rice, Apple, Earl grey tea",evening,2003,https://www.fragrancenet.com/perfume/jennifer-lopez/still-jennifer-lopez/eau-de-parfum#127460
165,Elizabeth Arden,eau de parfum,Pretty,4.943,women,"Mandarin Orange, Orange Blossom, Peach, Jasmine, LIly",casual,2009,https://www.fragrancenet.com/perfume/elizabeth-arden/pretty/eau-de-parfum#167596
166,Dolce & Gabbana,eau de toilette,D & G 3 L'Imperatrice,4.85,women,"Pink pepper, Kiwi, Rhubarb, Jasmine, Cyclamen",casual,2009,https://www.fragrancenet.com/perfume/dolce-and-gabbana/d-and-g-3-limperatrice/edt#179633
167,Burberry,eau de toilette,Burberry Brit Sheer,4.8,women,"pineapple leaves, yuzu, peach blossom, mandarin, peony, nashi pear, sweet pea, amyris wood, white musk, grapes, lychee",casual,2007,https://www.fragrancenet.com/perfume/burberry/burberry-brit-sheer/edt#266843
168,Elizabeth Arden,deodorant,Blue Grass,4.778,women,"Aldehydes, Orange blossom, Lavender, Neroli, Bergamot",romantic,1936,https://www.fragrancenet.com/perfume/elizabeth-arden/blue-grass/deodorant#118006
169,Calvin Klein,eau de parfum,Calvin Klein Beauty,4.867,women,"Ambrette Seed, Jasmine, Virginia Cedar",casual,2010,https://www.fragrancenet.com/perfume/calvin-klein/calvin-klein-beauty/eau-de-parfum#201660
170,Viktor & Rolf,eau de parfum,Flowerbomb,4.838,women,"Bergamot, Tea, Osmanthus, Jasmine, African orange flower",romantic,2005,https://www.fragrancenet.com/perfume/viktor-and-rolf/flowerbomb/eau-de-parfum#141202
171,Salvatore Ferragamo,eau de toilette,F By Ferragamo Pour Homme Black,4.611,men,"Lavender, Apple, Tonka bean, Coriander, Black Pepper",romantic,2009,https://www.fragrancenet.com/cologne/salvatore-ferragamo/f-by-ferragamo-pour-homme-black/edt#167033
172,Betsey Johnson,eau de parfum,Betsey Johnson Pretty N Punk,4.667,women,"Opening: Mandarin Zest, Pink Raspberry, Juicy Red Cherry, Madagascar Black Pepper, Cardamom Oil, India Pear Heart: Gardenia Blossom, Jasmine Flower, Red Rose Petals, Trumpet Lily, Heliotrope, Peony, Freesia Finish: Sandalwood, Warm Amber, Praline, White M",Casual,2018,https://www.fragrancenet.com/perfume/betsey-johnson/betsey-johnson-pretty-n-punk/eau-de-parfum#317990
173,Michael Kors,eau de parfum,Michael Kors Wonderlust,4.5,women,"Almond Milk, Bergamot, Pink Pepper, Dianthus, Heliotrope",,2016,https://www.fragrancenet.com/perfume/michael-kors/michael-kors-wonderlust/eau-de-parfum#288712
174,Issey Miyake,eau de toilette,L'Eau d'Issey Pour Homme Intense,4.526,men,"Mandarin Orange, Yuzu, Sweet Orange, Bergamot, Nutmeg",evening,2007,https://www.fragrancenet.com/cologne/issey-miyake/leau-dissey-pour-homme-intense/edt#155330
175,Hanae Mori,eau de parfum,Hanae Mori,4.522,men,"Amalfi Lemon, Vanille, Black Currant, Tonka Bean, Lavender",daytime,1997,https://www.fragrancenet.com/cologne/hanae-mori/hanae-mori/eau-de-parfum#198421
176,Cacharel,eau de toilette,Anais Anais L'Original,4.963,women,"hyacinth, galbanum, orange blossom, lily, jasmine",,2014,https://www.fragrancenet.com/perfume/cacharel/anais-anais-loriginal/edt#257429
177,Christian Audigier,eau de parfum,Ed Hardy Hearts & Daggers,4.679,women,"Blood orange, Red apple, Violet leaf, Mango, Apple blossom",casual,2009,https://www.fragrancenet.com/perfume/christian-audigier/ed-hardy-hearts-and-daggers/eau-de-parfum#188258
178,Elizabeth Arden,eau de toilette,Sunflowers,4.875,women,"Lemon, Mandarin Orange, Orange Blossom, Bergamot, Cyclamen",evening,1993,https://www.fragrancenet.com/perfume/elizabeth-arden/sunflowers/edt#120591
179,Elizabeth Arden,deodorant,Green Tea,5,women,"Rhubarb, Mint, Orange peel, Bergamot, Lemon",daytime,1999,https://www.fragrancenet.com/perfume/elizabeth-arden/green-tea/deodorant#131843
180,Perry Ellis,eau de toilette,Perry Ellis 360 Red,4.667,men,"Orange, Cloves, Vetiver, Coriander, important",daytime,2003,https://www.fragrancenet.com/cologne/perry-ellis/perry-ellis-360-red/edt#127999
181,Guess,eau de parfum,Guess New,4.545,women,"Green apple, Bergamot, Strawberry, Tangerine, Peony",casual,2006,https://www.fragrancenet.com/perfume/guess/guess-new/eau-de-parfum#119003
182,Lacoste,eau de toilette,Lacoste Essential,4.933,men,"Cassia, Bergamot, Tangerine, Tomato Leaf, Pepper",casual,2005,https://www.fragrancenet.com/cologne/lacoste/lacoste-essential/edt#142316
183,Jimmy Choo,eau de toilette,Jimmy Choo Intense,4.381,men,"Lavender, Melon, Mandarin Orange, Artemisia, Black Pepper",,2016,https://www.fragrancenet.com/cologne/jimmy-choo/jimmy-choo-intense/edt#289009
184,Juicy Couture,eau de parfum,Viva La Juicy Gold Couture,4.943,women,"Wild berries, Jasmine sambac, Honeysuckle, Sandalwood, Amber",,2014,https://www.fragrancenet.com/perfume/juicy-couture/viva-la-juicy-gold-couture/eau-de-parfum#254711
185,Juicy Couture,eau de parfum,Viva La Juicy Noir,4.52,women,"Wild Berries, Mandarin Orange, Gardenia Honeysuckle, Jasmine",,2013,https://www.fragrancenet.com/perfume/juicy-couture/viva-la-juicy-noir/eau-de-parfum#243266
186,Kenneth Cole,eau de toilette,Kenneth Cole Reaction,4.577,men,"Melon, Green Apple, Watermelon, Lemon, Lime",casual,2004,https://www.fragrancenet.com/cologne/kenneth-cole/kenneth-cole-reaction/edt#134785
187,Jean Paul Gaultier,eau de toilette,Jean Paul Gaultier Ultra Male,4.522,men,"Bergamot, Pear, Mint, Lavender, Lemon",,2015,https://www.fragrancenet.com/cologne/jean-paul-gaultier/jean-paul-gaultier-ultra-male/edt#297978
188,Coty,cologne,Aspen,4.739,men,"Bergamot, Galbanum, Green Notes, Coriander, Cyclamen",daytime,,https://www.fragrancenet.com/cologne/coty/aspen/cologne#120585
189,Dana,cologne,Tabu,4.792,women,"Orange, Neroli, Bergamot, Coriander, Cloves",romantic,1932,https://www.fragrancenet.com/perfume/dana/tabu/cologne#243034
190,Halston,cologne,Halston,4.641,women,"Bergamot, Tagetes, Rose, Jasmine, Orris root",daytime,1975,https://www.fragrancenet.com/perfume/halston/halston/cologne#120268
191,Oscar de la Renta,eau de parfum,Oscar De La Renta Live In Love,4.64,women,"Ginger orchid, Bergamot, Lily of the valley, Galbanum, Hyacinth",,2011,https://www.fragrancenet.com/perfume/oscar-de-la-renta/oscar-de-la-renta-live-in-love/eau-de-parfum#221007
192,Dolce & Gabbana,eau de parfum,D & G Light Blue Eau Intense,4.5,men,,,,https://www.fragrancenet.com/cologne/dolce-and-gabbana/d-and-g-light-blue-eau-intense/eau-de-parfum#296469
193,Yves Saint Laurent,eau de toilette,Kouros,4.941,men,"artemesia, coriander, clary sage, bergamot, amber moss",romantic,1981,https://www.fragrancenet.com/cologne/yves-saint-laurent/kouros/edt#120629
194,Jovan,cologne,Jovan Musk,4.742,women,"Musk, Jasmine, Neroli, Bergamot",romantic,1972,https://www.fragrancenet.com/perfume/jovan/jovan-musk/cologne#118960
195,Lacoste,eau de parfum,Lacoste Pour Femme,4.966,women,"Jamaican Pepper, Purple Freesia, Hibiscus, Jasmine, Bulgarian Rose",romantic,2003,https://www.fragrancenet.com/perfume/lacoste/lacoste-pour-femme/eau-de-parfum#231465
196,Sean John,eau de toilette,Unforgivable,4.606,men,"Green Mandarin, Birch Leaf, Juniper, Lavender, Tonka Beans",romantic,,https://www.fragrancenet.com/cologne/sean-john/unforgivable/edt#146512
197,Hermes,parfum,Terre d'Hermes,4.75,men,"Orange, Pepper, Pelargonium, Grapefruit, Patchouli",daytime,2006,https://www.fragrancenet.com/cologne/hermes/terre-dhermes/parfum#187417
198,Estee Lauder,eau de parfum,Youth Dew,4.952,women,"Orange, Spices, Peach, Bergamot, Narcissus",evening,1953,https://www.fragrancenet.com/perfume/estee-lauder/youth-dew/eau-de-parfum#122016
199,Gucci,eau de toilette,Gucci By Gucci,4.571,men,"Tobacco, Cypress, Violet, Bergamot,  Patchouli",romantic,2008,https://www.fragrancenet.com/cologne/gucci/gucci-by-gucci/edt#273020
200,Burberry,eau de parfum,Mr Burberry,4.143,men,"Grapefruit, Cardamom, Mint, Tarragon, Lavender",,2017,https://www.fragrancenet.com/cologne/burberry/mr-burberry/eau-de-parfum#295952
201,Boucheron,eau de parfum,Jaipur,4.889,men,"Clove, Bergamot, Cinnamon, Nutmeg, Violet",casual,1998,https://www.fragrancenet.com/cologne/boucheron/jaipur/eau-de-parfum#116554
202,Prada,eau de toilette,Prada L'Homme,4.913,men,,,,https://www.fragrancenet.com/cologne/prada/prada-lhomme/edt#288429
203,Christian Audigier,eau de toilette,Ed Hardy Love & Luck,4.75,men,"mandarin, cardamom. bergamot, orange, cypress, violet, absinthe, sage, dark vetiver, agarwood, musk, cedarwood",casual,2008,https://www.fragrancenet.com/cologne/christian-audigier/ed-hardy-love-and-luck/edt#163862
204,Ferrari,eau de toilette,Ferrari Scuderia Black,3.75,men,"Leather, Bergamot, Cloves, Cinnamon, Cedar",,2013,https://www.fragrancenet.com/cologne/ferrari/ferrari-scuderia-black/edt#248129
205,Nina Ricci,eau de toilette,L'Air Du Temps,4.915,women,"Carnation , Cloves, Spices, Aldehydes, Gardenia",evening,1948,https://www.fragrancenet.com/perfume/nina-ricci/lair-du-temps/edt#119442
206,Burberry,eau de toilette,Burberry Brit,4.733,men,"Green mandarin, Ginger, Bergamot, Cardamom, Nutmeg",daytime,2004,https://www.fragrancenet.com/cologne/burberry/burberry-brit/edt#294160
207,Paris Hilton,eau de parfum,Paris Hilton,4.63,women,"Pear, Red Apple, Magnolia, Lily-of-the-Valley, Patchouli",casual,2018,https://www.fragrancenet.com/perfume/paris-hilton/paris-hilton/eau-de-parfum#135373
208,Chopard,eau de parfum,Casmir,4.818,women,"Mango, Coconut, Peach Bergamot, Geranium, Musk",casual,1992,https://www.fragrancenet.com/perfume/chopard/casmir/eau-de-parfum#123945
209,Liz Claiborne,eau de toilette,Claiborne,4.767,women,"Peach, Mandarin Orange, Marigold, Lily, Freesia",daytime,1986,https://www.fragrancenet.com/perfume/liz-claiborne/claiborne/edt#125234
210,Liz Claiborne,eau de toilette,Curve Crush,5,women,"Citruses, Floral notes, Tea, Milk, Sugar",romantic,2003,https://www.fragrancenet.com/perfume/liz-claiborne/curve-crush/edt#132870
211,Lucky Brand,eau de toilette,Lucky You,4.895,women,"Grapefruit, Green leaves, Water hyacinth, Star jasmine, Peony",daytime,2005,https://www.fragrancenet.com/perfume/lucky-brand/lucky-you/edt#124952
212,Liz Claiborne,cologne,Mambo,4.538,men,"Orange, Bergamot, Mask, Patchouli",casual,2001,https://www.fragrancenet.com/cologne/liz-claiborne/mambo/cologne#122567
213,Paloma Picasso,eau de parfum,Paloma Picasso,4.923,women,"Carnation, Neroli, Angelica, Bergamot, Coriander",evening,1984,https://www.fragrancenet.com/perfume/paloma-picasso/paloma-picasso/eau-de-parfum#122028
214,Jimmy Choo,eau de parfum,Jimmy Choo Illicit,4.931,women,"Ginger, Bitter Orange, Rose, Jasmine Sambac, Amber",,2015,https://www.fragrancenet.com/perfume/jimmy-choo/jimmy-choo-illicit/eau-de-parfum#265523
215,Viktor & Rolf,eau de toilette,Spicebomb,4.838,men,"Bergamot, Grapefruit, Pink pepper, Elemi, Saffron",daytime,2012,https://www.fragrancenet.com/cologne/viktor-and-rolf/spicebomb/edt#221319
216,Elizabeth Taylor,body lotion,White Diamonds,5,women,"Orange, Lily, Neroli, Bergamot, Italian Orris Root",casual,1991,https://www.fragrancenet.com/perfume/elizabeth-taylor/white-diamonds/body-lotion#123811
217,Lancome,eau de parfum,Poeme,4.909,women,"Black currant, Himalayan poppy, Plum, Mandarin orange, Narcissus",evening,1995,https://www.fragrancenet.com/perfume/lancome/poeme/eau-de-parfum#115662
218,Thierry Mugler,eau de toilette,Angel,4.737,men,"Coriander, Lavender, Mint, Bergamot, Honey",casual,1996,https://www.fragrancenet.com/cologne/thierry-mugler/angel/edt#147615
219,Bvlgari,eau de toilette,Bvlgari Omnia Coral,4.917,women,"Citrus, Lemon, Cedar, Cypress, Vetiver",casual,2018,https://www.fragrancenet.com/perfume/bvlgari/bvlgari-omnia-coral/edt#221232
220,Burberry,eau de parfum,Burberry Touch,4.667,women,"Orange, Cassia, Cranberry, Blackberry, Red pepper",daytime,2000,https://www.fragrancenet.com/perfume/burberry/burberry-touch/eau-de-parfum#153650
221,John Varvatos,eau de toilette,John Varvatos Dark Rebel,4.813,men,"Jamaican rum, sugar cane, Artemisia (davana), cardamom, clary sage",,2015,https://www.fragrancenet.com/cologne/john-varvatos/john-varvatos-dark-rebel/edt#271709
222,Gianni Versace,eau de parfum,Versace Yellow Diamond Intense,4.632,women,"Neroli, Citron, Pear, Bergamot, Orange Blossom",,2014,https://www.fragrancenet.com/perfume/gianni-versace/versace-yellow-diamond-intense/eau-de-parfum#262714
223,Gucci,eau de toilette,Gucci Rush,4.724,women,"African freesia petals, Peach, Californian gardenia, Coriander, Damask rose",casual,1999,https://www.fragrancenet.com/perfume/gucci/gucci-rush/edt#125007
224,Paco Rabanne,eau de parfum,Paco Rabanne 1 Million Prive,4.778,men,"Blood mandarin, Cinnamon, Tobacco, Myrrh, Patchouli",,2016,https://www.fragrancenet.com/cologne/paco-rabanne/paco-rabanne-1-million-prive/eau-de-parfum#311170
225,Royal Copenhagen,cologne,Royal Copenhagen,4.786,men,"orange, lemon, jasmine, moss, and amber, a woodsy and manly aroma.",evening,1970,https://www.fragrancenet.com/cologne/royal-copenhagen/royal-copenhagen/cologne#117580
